,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
47,Hamilton,40,CA,1568500008,52,43.26,-79.87,73.99,14.99
48,Atuona,42,PF,1568500151,71,-9.8,-139.03,80.31,10.36
49,Aklavik,75,CA,1568500151,75,68.22,-135.01,44.6,11.41
50,Makakilo City,1,US,1568500151,66,21.35,-158.09,87.8,10.29
51,Qaanaaq,0,GL,1568500151,49,77.48,-69.36,23.97,3.8
52,Ostrovnoy,100,RU,1568500151,97,68.05,39.51,42.69,27.58
53,Jamestown,66,AU,1568500152,42,-33.21,138.6,60.69,8.75
54,Port Blair,100,IN,1568500153,85,11.67,92.75,79.59,23.17
55,Codrington,0,AU,1568500153,77,-28.95,153.24,64.4,5.82
56,Chokurdakh,100,RU,1568500154,85,70.62,147.9,40.17,2.06
57,La Sarre,100,CA,1568500154,90,48.8,-79.2,52.59,11.83
58,Hobart,20,AU,1568499903,22,-42.88,147.33,59.0,19.46
59,Busselton,100,AU,1568500155,80,-33.64,115.35,46.0,12.15
60,Rio Gallegos,20,AR,1568500155,70,-51.62,-69.22,44.6,11.41
61,Tiksi,100,RU,1568500155,93,71.64,128.87,36.75,3.47
62,Constitucion,75,MX,1568500156,46,23.99,-104.67,75.99,12.75
63,Motygino,100,RU,1568500156,98,58.18,94.69,32.97,3.06
64,Vila do Maio,40,CV,1568500156,78,15.13,-23.22,80.6,14.99
65,Tuktoyaktuk,90,CA,1568500156,86,69.44,-133.03,41.0,11.41
66,Yokadouma,56,CM,1568500156,98,3.52,15.05,70.41,1.86
67,Garoua Boulai,52,CM,1568500157,92,5.88,14.55,66.45,1.97
68,Liberal,1,US,1568500157,30,37.04,-100.92,95.0,18.34
69,Richards Bay,99,ZA,1568500157,72,-28.77,32.06,66.09,4.72
70,Avarua,71,CK,1568500157,57,-21.21,-159.78,77.0,13.87
71,Caravelas,0,BR,1568500158,76,-17.73,-39.27,74.91,7.96
72,Praia da Vitoria,75,PT,1568500158,88,38.73,-27.07,69.8,10.56
73,Kungurtug,0,RU,1568500158,89,50.6,97.53,28.11,2.28
74,Carnarvon,11,ZA,1568500159,25,-30.97,22.13,53.13,4.76
75,Talnakh,75,RU,1568500159,100,69.49,88.39,30.2,8.95
76,Lewisporte,75,CA,1568500150,50,49.25,-55.06,57.99,4.7
77,Castanos,5,MX,1568500159,30,26.78,-101.42,93.99,5.01
78,Hilo,1,US,1568500160,62,19.71,-155.08,87.8,10.29
79,Meridian,1,US,1568500160,19,43.61,-116.39,90.0,5.82
80,Thompson,75,CA,1568500160,52,55.74,-97.86,66.2,8.05
81,Marsh Harbour,100,BS,1568500160,82,26.54,-77.06,81.03,15.55
82,Tuatapere,43,NZ,1568500161,78,-46.13,167.69,48.99,5.99
83,Puntarenas,75,CR,1568499868,88,9.98,-84.84,79.0,9.17
84,Saint-Pierre,0,FR,1568500161,72,48.95,4.24,60.8,5.82
85,Dalvik,100,SE,1568500162,81,57.79,14.13,55.0,19.46
86,Ritchie,98,ZA,1568500162,29,-29.03,24.6,50.0,1.12
87,Hervey Bay,4,AU,1568500162,82,-25.3,152.85,71.01,5.82
88,Payo,100,ID,1568500162,48,-3.75,103.64,63.39,3.44
89,Key West,1,US,1568500144,64,47.93,-96.78,70.0,12.75
90,Barrow,100,AR,1568500163,63,-38.31,-60.23,61.41,11.61
91,Torbay,20,CA,1568500139,72,47.66,-52.73,48.99,2.24
92,Pevek,100,RU,1568500163,77,69.7,170.27,44.67,19.13
93,Srednekolymsk,68,RU,1568500163,73,67.46,153.71,47.19,9.35
94,Dikson,100,RU,1568500164,89,73.51,80.55,36.03,14.07
95,Xushan,0,CN,1568500164,88,30.18,121.25,80.01,6.71
96,Yining,0,CN,1568500164,97,29.04,114.56,71.13,2.15
97,San Pedro,72,AR,1568500165,64,-33.68,-59.66,64.99,5.21
98,Salalah,75,OM,1568500165,83,17.01,54.1,80.6,3.36
99,Ilulissat,100,GL,1568500165,86,69.22,-51.1,33.8,9.48
100,Basoko,99,CD,1568500166,85,1.23,23.61,72.39,1.7
101,Saint-Joseph,0,FR,1568500166,68,43.56,6.97,75.99,4.7
102,Oranjemund,99,ZA,1568500166,73,-28.55,16.43,57.27,10.42
103,Bayangol,0,MN,1568500167,82,48.91,106.09,33.69,4.21
104,Scheia,96,CH,1568500167,92,46.84,9.3,63.0,5.14
105,Nouadhibou,0,MR,1568500167,78,20.93,-17.03,71.6,17.22
106,Katghora,100,IN,1568500167,98,22.51,82.55,74.01,3.2
107,New Norfolk,20,AU,1568500168,22,-42.78,147.06,59.0,19.46
108,Haines Junction,1,CA,1568500168,52,60.75,-137.51,51.87,3.33
109,Adre,99,TD,1568500168,72,13.47,22.2,72.03,8.63
110,Upernavik,0,GL,1568500168,69,72.79,-56.15,30.63,12.53
111,Laramie,1,US,1568500118,14,41.31,-105.59,82.4,14.99
112,Terrace,75,CA,1568500169,82,54.52,-128.61,55.4,8.05
113,Colares,0,PT,1568500170,47,38.8,-9.45,77.0,11.41
114,Saint-Augustin,75,CA,1568500170,68,45.63,-73.98,71.6,6.93
115,Cabo San Lucas,40,MX,1568500031,66,22.89,-109.91,91.99,11.41
116,Muzhi,100,RU,1568500170,98,65.4,64.7,44.13,6.96
117,Antofagasta,20,CL,1568500171,71,-23.65,-70.4,57.2,13.87
118,Junin,0,PE,1568500171,17,-16.45,-71.58,66.2,11.41
119,Saint-Philippe,40,CA,1568500171,64,45.36,-73.48,72.0,18.34
120,Minot,1,US,1568500082,33,48.23,-101.3,77.0,14.99
121,Mar del Plata,20,AR,1568500172,32,-46.43,-67.52,55.47,25.21
122,Kununurra,87,AU,1568500172,77,-15.77,128.74,68.0,4.7
123,Shimanovsk,95,RU,1568500172,94,52.0,127.67,48.27,8.12
124,Vila Velha,0,BR,1568500172,74,-3.71,-38.6,80.6,12.75
125,Narsaq,0,GL,1568500173,76,60.91,-46.05,42.8,10.29
126,Abbeville,0,FR,1568500173,87,50.11,1.83,57.2,3.36
127,Norman Wells,90,CA,1568500173,81,65.28,-126.83,44.6,17.22
128,Inhambane,87,MZ,1568500174,88,-23.87,35.38,70.05,6.24
129,Kapaa,75,US,1568500174,70,22.08,-159.32,86.0,10.29
130,Hasaki,75,JP,1568500174,88,35.73,140.83,71.6,6.93
131,Ponta do Sol,0,BR,1568500175,34,-20.63,-46.0,79.41,4.23
132,Deputatskiy,100,RU,1568500175,93,69.3,139.9,36.39,2.98
133,Sitka,0,US,1568500175,36,37.17,-99.65,93.0,23.0
134,Lompoc,1,US,1568500176,47,34.64,-120.46,95.0,13.87
135,Morant Bay,20,JM,1568500176,66,17.88,-76.41,87.8,24.16
136,Qasigiannguit,100,GL,1568500176,86,68.82,-51.19,33.8,9.86
137,Yaan,65,NG,1568500176,95,7.38,8.57,74.37,3.18
138,Carballo,0,ES,1568500177,88,43.21,-8.69,71.01,5.82
139,Flinders,0,AU,1568500177,36,-34.58,150.85,60.8,17.22
140,Wajima,9,JP,1568500177,71,37.4,136.9,78.15,5.35
141,Egvekinot,100,RU,1568500178,82,66.32,-179.17,38.37,3.53
142,Eydhafushi,76,MV,1568500178,71,5.1,73.07,82.83,2.98
143,Tecoanapa,75,MX,1568500179,74,16.99,-99.26,87.8,9.17
144,Chodavaram,0,IN,1568500179,92,17.44,81.78,74.37,0.89
145,Marataizes,46,BR,1568499885,86,-21.04,-40.82,70.59,3.4
146,Port Alfred,59,ZA,1568500179,83,-33.59,26.89,59.0,4.0
147,Apollonia,0,GR,1568500180,37,40.64,23.49,75.0,5.82
148,Berezovyy,99,RU,1568500180,70,51.67,135.7,39.45,4.16
149,Saint George,0,GR,1568500178,42,39.45,22.34,66.2,5.82
150,Ayan,0,IR,1568500180,67,38.23,44.7,49.17,2.55
151,Synya,100,RU,1568500181,86,65.37,58.04,51.87,7.87
152,Arlit,0,NE,1568500181,13,18.74,7.39,97.41,16.2
153,Nome,1,US,1568500181,46,30.04,-94.42,95.0,10.29
154,Nishihara,1,JP,1568500181,88,35.74,139.53,78.01,4.9
155,Abong Mbang,100,CM,1568500182,98,3.98,13.18,69.15,5.55
156,Tottori,75,JP,1568500045,83,35.5,134.23,73.4,5.82
157,Nanzhou,98,CN,1568500182,57,29.37,112.41,73.65,10.0
158,Ust-Omchug,100,RU,1568500182,79,61.13,149.63,41.97,2.73
159,San Patricio,0,PY,1568500183,62,-26.98,-56.83,77.61,2.42
160,Grindavik,75,IS,1568500183,69,63.84,-22.43,42.8,20.8
161,Koutsouras,0,GR,1568500183,42,35.03,25.95,78.01,18.99
162,Faanui,84,PF,1568500183,73,-16.48,-151.75,75.99,16.93
163,Zlate Moravce,0,SK,1568500184,76,48.39,18.4,57.99,8.05
164,Genhe,100,CN,1568500184,98,50.78,121.52,39.99,4.29
165,Kavieng,67,PG,1568500184,77,-2.57,150.8,82.47,7.99
166,Port-Gentil,40,GA,1568500185,88,-0.72,8.78,78.8,12.75
167,Laurel,90,US,1568500185,73,39.1,-76.85,80.01,3.36
168,Arraial do Cabo,75,BR,1568500185,88,-22.97,-42.02,71.6,8.05
169,Castro,90,CL,1568500185,93,-42.48,-73.76,44.6,11.41
170,Itanhaem,90,BR,1568500103,93,-24.18,-46.79,69.8,11.41
171,Laguna,75,BZ,1568500168,70,16.17,-88.94,87.8,6.93
172,Voh,5,NC,1568500186,72,-20.95,164.69,68.97,14.65
173,Tautira,40,PF,1568500186,54,-17.73,-149.15,82.4,6.93
174,Pacific Grove,20,US,1568500187,68,36.62,-121.92,98.01,6.93
175,Lorengau,65,PG,1568500187,83,-2.02,147.27,80.13,8.48
176,Tadine,45,NC,1568500187,71,-21.55,167.88,70.23,12.41
177,Mabaruma,80,GY,1568500187,79,8.2,-59.78,82.65,6.4
178,Marsa Matruh,40,EG,1568500188,74,31.35,27.25,78.8,10.29
179,Shaoxing,75,CN,1568500189,78,30.0,120.58,82.0,6.71
180,Mehamn,17,NO,1568500189,77,71.03,27.85,40.71,3.62
181,La Ronge,75,CA,1568500189,63,55.1,-105.3,66.2,9.17
182,Gillette,1,US,1568500189,21,44.29,-105.5,81.0,6.22
183,Longyearbyen,75,NO,1568500190,80,78.22,15.63,39.2,29.97
184,Saskylakh,100,RU,1568500190,89,71.97,114.09,37.11,12.62
185,Adelaide,0,AU,1568500191,59,-34.93,138.6,70.0,9.17
186,Eureka,1,US,1568500191,72,40.8,-124.16,68.0,6.93
187,Dongsheng,85,CN,1568500191,60,29.72,112.52,73.11,9.31
188,Kruisfontein,100,ZA,1568500192,79,-34.0,24.73,52.23,6.53
189,Atar,92,MR,1568500192,21,20.52,-13.05,101.37,3.89
190,Trapani,0,IT,1568500192,88,38.02,12.54,75.99,4.7
191,Uglezavodsk,0,RU,1568500193,93,47.32,142.63,53.6,8.95
192,Puerto Madryn,100,AR,1568500079,32,-42.77,-65.04,64.11,8.34
193,Santo Anastacio,0,BR,1568500193,27,-21.84,-51.61,87.8,5.82
194,San Quintin,100,PH,1568500193,91,17.54,120.52,74.01,2.8
195,Miraflores,0,PE,1568500194,17,-16.39,-71.52,66.2,11.41
196,Luderitz,90,NA,1568500194,67,-26.65,15.16,57.2,2.24
197,Beitbridge,0,ZA,1568500194,65,-22.21,29.99,66.09,15.64
198,Sinnamary,0,GF,1568500195,78,5.38,-52.96,82.65,8.75
199,Provost,75,CA,1568500195,37,52.35,-110.26,71.31,9.48
200,Bethel,75,US,1568500195,93,60.79,-161.76,55.4,11.41
201,Ust-Shonosha,100,RU,1568500196,91,61.15,41.34,44.49,11.16
202,Broken Hill,0,AU,1568500196,38,-31.97,141.45,66.2,9.17
203,Tiarei,40,PF,1568500196,54,-17.53,-149.33,82.4,6.93
204,Lebu,75,ET,1568500197,82,8.96,38.73,57.2,4.7
205,Tilichiki,0,RU,1568500197,70,60.47,166.1,44.13,3.11
206,Aksu,0,KZ,1568500197,93,52.04,76.93,48.2,2.24
207,Vaitape,84,PF,1568500197,73,-16.52,-151.75,75.99,16.93
208,Mimongo,64,GA,1568500198,96,-1.62,11.6,69.69,3.67
209,Kaeo,100,NZ,1568500198,100,-35.1,173.78,62.01,7.58
210,Comodoro Rivadavia,40,AR,1568500198,30,-45.87,-67.48,59.0,16.11
211,Altayskoye,97,RU,1568500198,75,51.95,85.34,48.99,7.2
212,Ishigaki,75,JP,1568500199,94,24.34,124.16,80.6,6.93
213,Susurluk,0,TR,1568500199,60,39.91,28.16,70.0,21.92
214,Kimbe,74,PG,1568500199,80,-5.56,150.15,76.17,2.98
215,Pisco,75,PE,1568500200,30,-13.71,-76.2,71.6,16.11
216,Alegrete,86,BR,1568500200,85,-29.79,-55.79,67.35,3.62
217,Zhuhai,0,CN,1568500200,87,40.71,112.04,51.8,4.47
218,Enterprise,1,US,1568500118,6,36.05,-115.22,100.4,6.98
219,Homer,1,US,1568500201,67,59.64,-151.54,64.0,3.36
220,Husavik,36,CA,1568500201,48,50.56,-96.99,68.0,5.01
221,Geraldton,40,CA,1568500201,58,49.72,-86.95,57.2,10.29
222,Airai,20,TL,1568500202,36,-8.93,125.41,78.45,2.68
223,Jieshi,4,CN,1568500203,79,22.82,115.83,80.97,1.66
224,Iqaluit,20,CA,1568500204,42,63.75,-68.52,46.4,10.29
225,Uige,5,AO,1568500204,66,-7.61,15.06,70.35,2.8
226,Esperance,90,AU,1568500205,93,-33.86,121.89,57.2,4.7
227,Razdolinsk,100,RU,1568500205,98,58.42,94.62,33.81,1.57
228,Clyde River,1,CA,1568500208,74,70.47,-68.59,37.4,8.05
229,Udachnyy,90,RU,1568500210,100,66.42,112.4,19.4,4.47
230,Arona,0,IT,1568500210,88,45.76,8.56,75.0,3.36
231,Namatanai,100,PG,1568500212,89,-3.66,152.44,74.85,13.78
232,Mareeba,0,AU,1568500213,60,-16.99,145.42,72.0,8.05
233,The Valley,40,AI,1568500214,79,18.22,-63.06,86.0,12.75
234,Puerto del Rosario,20,ES,1568500214,83,28.5,-13.86,71.6,16.11
235,General Roca,40,AR,1568500214,39,-39.03,-67.58,64.4,6.93
236,Kodiak,75,US,1568500214,69,39.95,-94.76,87.8,9.17
237,Ouesso,40,CG,1568500215,97,1.61,16.05,70.35,2.33
238,Vuktyl,94,RU,1568500215,91,63.86,57.31,52.35,13.4
239,Hajdunanas,0,HU,1568500216,58,47.85,21.43,57.2,8.05
240,Hihya,0,EG,1568500216,61,30.67,31.59,80.6,4.7
241,Shenjiamen,0,CN,1568500216,77,29.96,122.3,78.81,11.7
242,Maxixe,92,MZ,1568500217,88,-23.86,35.35,70.17,5.61
243,Shaunavon,44,CA,1568500217,41,49.65,-108.41,69.81,8.23
244,Monrovia,75,LR,1568500217,94,6.33,-10.8,77.0,10.33
245,Barcelos,100,BR,1568500217,62,-0.97,-62.93,82.05,2.21
246,Chapais,90,CA,1568500218,93,49.78,-74.86,55.4,10.29
247,Matipo,53,BR,1568500218,87,-20.28,-42.34,64.41,5.68
248,Yinchuan,97,CN,1568500218,41,38.48,106.21,62.97,2.64
249,Pimentel,98,BR,1568500218,66,-3.7,-45.5,80.97,4.59
250,Skelleftea,77,SE,1568500219,86,64.75,20.95,41.0,3.36
251,Los Corrales de Buelna,47,ES,1568500219,94,43.26,-4.07,68.0,3.65
252,Saldanha,99,PT,1568500219,58,41.42,-6.55,67.47,3.87
253,Pangoa,3,PE,1568500220,66,-12.12,-73.0,73.59,1.39
254,Natal,20,BR,1568500220,74,-5.81,-35.21,78.8,14.99
255,Wyndham,76,GB,1568500220,93,51.61,-3.54,57.99,8.05
256,Victor Harbor,0,AU,1568500220,59,-35.55,138.62,70.0,9.17
257,Coruripe,0,BR,1568500221,91,-10.12,-36.18,65.85,2.93
258,Beidao,100,CN,1568500221,88,34.57,105.89,50.19,0.87
259,Narasannapeta,0,IN,1568500221,93,18.42,84.04,77.01,3.71
260,Trelew,99,AR,1568500221,42,-43.25,-65.31,57.21,8.52
261,Bundaberg,0,AU,1568500222,82,-24.87,152.35,73.0,5.82
262,Sayville,90,US,1568500222,83,40.74,-73.08,73.4,12.75
263,Salamiyah,0,SY,1568500222,90,35.01,37.05,67.47,8.48
264,Novy Hrozenkov,0,CZ,1568500222,87,49.34,18.2,48.99,2.24
265,Springbok,43,ZA,1568500223,36,-29.67,17.88,55.95,2.75
266,Batagay,100,RU,1568500223,63,67.65,134.64,39.93,3.8
267,Kurtamysh,26,RU,1568500223,82,54.91,64.43,52.71,5.84
268,Gat,75,SN,1568500223,88,14.69,-16.54,80.6,8.05
269,Walvis Bay,0,NA,1568500224,100,-22.95,14.51,55.99,6.93
270,Tofield,75,CA,1568500224,42,53.37,-112.67,69.01,4.5
271,Yagodnoye,100,RU,1568500224,66,62.52,149.63,43.89,2.98
272,Bahia Blanca,100,AR,1568500202,57,-38.72,-62.27,60.81,13.89
273,Kahului,40,US,1568500224,55,20.89,-156.47,89.6,16.11
274,Canavieiras,14,BR,1568500225,87,-15.68,-38.95,71.07,4.74
275,Mount Isa,0,AU,1568500225,17,-20.73,139.49,66.2,2.24
276,Sumenep,41,ID,1568500225,71,-7.02,113.87,77.91,11.32
277,Cabano,90,CA,1568500225,93,47.68,-68.89,55.99,12.75
278,Gazanjyk,0,TM,1568500226,31,39.24,55.52,68.55,6.24
279,Port Lincoln,93,AU,1568500226,81,-34.72,135.86,60.45,4.05
280,Calabozo,100,VE,1568500016,79,8.92,-67.43,85.17,1.36
281,Necochea,100,AR,1568500226,69,-38.55,-58.74,57.0,11.01
282,Jardim,34,BR,1568500227,29,-21.48,-56.15,83.31,2.24
283,Mubi,32,NG,1568500227,88,10.27,13.26,73.05,2.48
284,Aleksandrovskiy Zavod,46,RU,1568500227,55,50.92,117.94,31.29,18.86
285,Port Hardy,90,CA,1568500227,82,50.7,-127.42,59.0,6.93
286,Albanel,75,CA,1568500228,93,48.88,-72.44,61.0,8.05
287,Yerbogachen,100,RU,1568500228,86,61.28,108.01,30.03,13.42
288,Severo-Kurilsk,100,RU,1568500228,61,50.68,156.12,51.45,10.78
289,Padang,100,ID,1568500228,76,-0.92,100.36,78.81,12.19
290,Sabinov,0,SK,1568500229,62,49.1,21.1,53.6,11.41
291,Half Moon Bay,20,US,1568500229,50,37.46,-122.43,88.0,21.92
292,Luanda,11,AO,1568500109,82,-8.83,13.24,71.49,9.57
293,Kudahuvadhoo,54,MV,1568500229,72,2.67,72.89,82.95,7.96
294,Beloha,0,MG,1568500230,72,-25.17,45.06,66.21,2.04
295,Waingapu,31,ID,1568500230,71,-9.65,120.26,75.93,12.91
296,Maceio,0,BR,1568500230,78,-9.67,-35.74,75.2,5.82
297,Lata,11,IN,1568500230,77,30.78,78.62,36.33,2.24
298,Itoman,90,JP,1568500231,94,26.12,127.67,80.6,9.17
299,Matagami,88,NG,1568500231,95,9.67,8.4,68.01,0.98
300,Astana,0,KZ,1568500231,93,51.13,71.43,46.4,2.24
301,Alofi,97,NU,1568500231,74,-19.06,-169.92,80.6,14.99
302,Saravan,20,AM,1568500232,52,39.72,45.65,64.4,6.93
303,Zyryanskoye,100,RU,1568500232,98,56.83,86.62,47.67,7.23
304,Namibe,0,AO,1568500232,78,-15.19,12.15,65.85,20.58
305,Puerto Narino,75,CO,1568500233,79,-3.77,-70.38,86.0,3.36
306,Porto Novo,20,BR,1568500233,82,-23.68,-45.44,68.0,12.75
307,Mackay,40,CA,1568500233,52,53.65,-115.58,66.2,4.7
308,Te Anau,0,NZ,1568500233,56,-45.41,167.72,45.51,6.11
309,Kyabe,79,TD,1568500234,96,9.45,18.94,71.43,1.25
310,Soyo,12,AO,1568500234,81,-6.13,12.37,73.23,8.14
311,Vestmannaeyjar,34,IS,1568500234,67,63.44,-20.27,44.43,26.53
312,Chunskiy,100,RU,1568500234,97,56.08,99.63,35.97,6.29
313,Yulara,0,AU,1568500234,19,-25.24,130.99,55.4,6.93
314,Chara,0,GR,1568500235,42,39.42,22.43,66.2,5.82
315,Maningrida,60,AU,1568500235,54,-12.05,134.23,77.91,12.3
316,Lavrentiya,76,RU,1568500235,70,65.58,-170.99,45.33,2.37
317,Khatanga,100,RU,1568500236,95,71.98,102.47,37.77,14.12
318,Manokwari,5,ID,1568500106,76,-0.87,134.08,72.57,5.28
319,Isangel,20,VU,1568500236,69,-19.55,169.27,77.0,11.41
320,Vallenar,0,CL,1568500236,90,-28.58,-70.76,45.15,2.37
321,Mukhen,18,RU,1568500236,80,48.19,136.14,60.63,9.48
322,Sisimiut,95,GL,1568500237,84,66.94,-53.67,38.85,7.09
323,Riberalta,36,BO,1568500237,52,-11.0,-66.08,91.4,1.21
324,Linkou,0,CN,1568500237,77,45.29,130.27,57.57,8.03
325,Charters Towers,0,AU,1568500237,36,-20.07,146.27,74.13,10.89
326,Victoria,75,BN,1568499953,88,5.28,115.24,80.6,9.75
327,Goya,0,AR,1568500238,65,-29.14,-59.27,64.95,6.89
328,Kochinda,65,IN,1568500238,93,21.73,84.35,76.29,3.22
329,Kulpahar,86,IN,1568500238,89,25.32,79.64,78.45,4.12
330,Riyadh,0,SA,1568500109,25,24.63,46.72,87.8,3.36
331,Frontino,100,CO,1568500239,97,6.77,-76.13,71.79,0.6
332,Bilibino,100,RU,1568500239,38,68.06,166.44,44.97,8.5
333,Klaksvik,100,FO,1568500239,81,62.23,-6.59,48.2,42.5
334,Ancud,90,CL,1568500239,93,-41.87,-73.83,44.6,11.41
335,Omsukchan,100,RU,1568500240,92,62.53,155.8,39.57,6.53
336,Pasni,12,PK,1568500240,84,25.26,63.48,78.81,4.99
337,Guarapari,75,BR,1568500240,83,-20.67,-40.5,75.2,10.29
338,Najran,0,SA,1568500241,24,17.54,44.22,82.4,4.7
339,Spearfish,1,US,1568500241,27,44.49,-103.86,84.99,12.75
340,Gejiu,0,CN,1568500241,86,23.36,103.16,62.97,1.74
341,Vardo,90,US,1568500241,73,39.62,-77.74,78.01,8.05
342,Kokoda,44,PG,1568500242,69,-8.88,147.74,70.53,4.9
343,Atherton,8,AU,1568500242,60,-17.27,145.48,72.0,8.05
344,Raymond,75,CA,1568499963,42,49.47,-112.67,68.0,24.16
345,Fairbanks,1,US,1568500242,51,64.84,-147.72,62.01,9.17
346,Urdoma,99,RU,1568500243,80,61.74,48.55,46.77,14.83
347,Poum,11,MK,1568500243,79,41.28,20.71,51.99,4.56
348,Kaitangata,23,NZ,1568500243,57,-46.28,169.85,51.01,4.0
349,Ambilobe,2,MG,1568500243,83,-13.19,49.05,70.17,7.96
350,Chamba,0,IN,1568500141,73,32.56,76.12,66.99,6.33
351,Bay Roberts,20,CA,1568500244,86,47.58,-53.28,48.0,2.24
352,Batticaloa,99,LK,1568500244,86,7.71,81.69,76.11,2.77
353,Malazgirt,0,TR,1568500244,50,39.15,42.54,53.61,5.53
354,Sibu,75,MY,1568500244,88,2.29,111.83,73.4,2.24
355,Trinidad,31,BO,1568500245,46,-14.83,-64.9,93.2,4.27
356,Pangody,0,RU,1568500245,74,65.85,74.49,30.39,9.51
357,Korhogo,39,CI,1568500245,92,9.46,-5.63,73.23,2.82
358,Kavaratti,64,IN,1568500245,80,10.57,72.64,81.33,10.74
359,Japura,100,ID,1568500246,80,-0.42,102.29,73.77,2.24
360,Cherskiy,100,RU,1568500246,39,68.75,161.3,49.83,18.52
361,Verkhnevilyuysk,70,RU,1568500246,61,63.45,120.31,34.35,2.39
362,Shelby,100,US,1568500246,33,48.51,-111.86,73.99,18.01
363,Lagoa,0,PT,1568500247,88,37.14,-8.45,72.0,6.93
364,Elat,98,CM,1568500247,98,2.91,11.16,68.19,3.6
365,Yamada,20,JP,1568500247,78,36.58,137.08,78.01,2.24
366,Roebourne,58,AU,1568500247,8,-20.77,117.15,80.79,7.49
367,Truckee,1,US,1568500219,8,39.33,-120.18,91.4,18.34
368,Hrebinka,39,UA,1568500248,65,50.12,32.43,50.19,6.91
369,Dori,95,BF,1568500248,68,14.03,-0.03,81.87,16.26
370,Pandamatenga,0,BW,1568500248,11,-18.54,25.64,67.29,6.46
371,Kirakira,74,SB,1568500248,82,-10.46,161.92,81.69,14.74
372,Virginia Beach,20,US,1568500218,74,36.85,-75.98,82.4,10.29
373,Georgetown,20,GY,1568500249,79,6.8,-58.16,84.2,11.41
374,Adrar,0,DZ,1568500249,15,27.87,-0.29,95.0,5.82
